Player,G,MP,FG,FGA,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,TOV%
Marty Conlon,12,322,58,107,2,7,0.29,56,100,0.56,0.55,41,49,0.84,28,44,72,19,7,1,22,35,159,0.62,14.61
Martynas Andriuskevicius,15,131,8,23,1,4,0.25,7,19,0.37,0.37,5,16,0.31,5,12,17,4,6,9,12,27,22,0.37,28.54
Martynas Arlauskas,4,13,0,2,0,1,0.0,0,1,0.0,0.0,4,5,0.8,1,1,2,0,0,0,0,3,4,0.48,0.0
Martynas Gecevicius,86,1617,202,456,117,283,0.41,85,173,0.49,0.57,106,125,0.85,21,128,149,112,49,1,98,113,627,0.61,16.09
Martynas Mazeika,9,208,15,58,5,24,0.21,10,34,0.29,0.3,20,28,0.71,2,14,16,17,6,1,9,18,55,0.39,11.35
Martynas Pocius,116,2150,276,698,106,339,0.31,170,359,0.47,0.47,189,248,0.79,52,183,235,168,39,11,170,205,847,0.52,17.4
Marvin O'Connor,10,144,17,49,2,11,0.18,15,38,0.39,0.37,5,9,0.56,4,12,16,10,6,0,12,17,41,0.39,18.47
Marvin Ogunsipe,10,62,4,11,0,3,0.0,4,8,0.5,0.36,1,2,0.5,2,5,7,1,2,0,4,13,9,0.38,25.19
Mason Rocca,10,219,24,53,0,1,0.0,24,52,0.46,0.45,16,27,0.59,20,27,47,2,7,0,13,36,64,0.49,16.69
Massimo Bulleri,126,2665,377,863,128,368,0.35,249,495,0.5,0.51,212,258,0.83,42,182,224,219,138,7,250,295,1094,0.56,20.38
Massimo Chessa,4,40,6,12,4,7,0.57,2,5,0.4,0.67,6,8,0.75,0,0,0,3,4,1,0,5,22,0.71,0.0
Massimo Ruggeri,9,97,12,32,4,18,0.22,8,14,0.57,0.44,10,15,0.67,3,14,17,2,4,1,8,14,38,0.49,17.17
Matej Mamic,45,1191,125,265,41,126,0.33,84,139,0.6,0.55,73,108,0.69,83,139,222,56,50,6,40,118,364,0.58,11.35
Mateusz Ponitka,38,975,140,283,27,88,0.31,113,195,0.58,0.54,65,103,0.59,63,133,196,59,36,8,74,63,372,0.57,18.39
Mathias Lessort,30,633,100,182,0,1,0.0,100,181,0.55,0.55,55,87,0.63,86,84,170,23,25,22,52,85,255,0.58,19.1
Mathieu Wojciechowski,6,42,1,6,0,4,0.0,1,2,0.5,0.17,4,4,1.0,3,4,7,3,0,1,4,7,6,0.39,34.01
Matjaz Smodis,168,3750,623,1260,194,490,0.4,429,770,0.56,0.57,378,486,0.78,211,473,684,133,146,61,240,444,1818,0.62,14.0
Matt Gatens,8,118,13,30,8,19,0.42,5,11,0.45,0.57,4,5,0.8,4,9,13,9,3,0,7,9,38,0.59,17.86
Matt Howard,7,103,8,24,1,5,0.2,7,19,0.37,0.35,10,14,0.83,8,11,19,2,7,0,7,6,27,0.45,18.84
Matt Janning,152,3400,427,1062,261,705,0.37,166,357,0.46,0.52,102,126,0.82,53,232,285,238,104,14,146,295,1217,0.54,11.56
Matt Lojeski,143,3027,459,920,182,427,0.43,277,493,0.56,0.6,143,181,0.81,95,353,448,210,74,25,126,213,1243,0.62,11.19
Matt Nielsen,61,1197,156,340,18,69,0.26,138,271,0.51,0.49,121,166,0.69,58,169,227,85,44,18,89,144,451,0.55,17.73
Matt Walsh,15,438,66,151,29,83,0.35,37,68,0.54,0.53,40,48,0.91,13,63,76,34,14,1,35,39,201,0.58,16.9
Matteo Malaventura,35,638,52,150,31,94,0.33,21,56,0.38,0.45,21,23,0.91,12,30,42,23,16,0,15,67,156,0.49,8.57
Matteo Soragna,59,1551,162,367,64,173,0.37,98,194,0.51,0.53,63,85,0.75,12,134,146,102,58,4,77,136,451,0.56,16.0
Matthew Strazel,16,223,21,53,12,29,0.41,9,24,0.38,0.51,10,13,0.77,2,9,11,25,3,0,19,27,64,0.54,24.45
Maurice Bailey,12,274,35,93,11,43,0.26,24,50,0.48,0.44,28,33,0.85,4,13,17,26,21,1,30,25,109,0.51,21.82
Maurice Baker,9,149,9,25,1,5,0.2,8,20,0.4,0.38,7,7,1.0,2,9,11,9,10,0,17,27,26,0.46,37.71
Maurice Carter,4,74,7,21,0,3,0.0,7,18,0.39,0.33,3,4,0.75,2,5,7,0,5,0,7,6,17,0.37,23.52
Maurice Evans,37,1183,221,470,55,152,0.36,166,318,0.52,0.53,108,151,0.71,49,124,173,44,39,13,77,115,605,0.56,12.55
Maurice Ndour,26,391,65,111,4,10,0.4,61,101,0.6,0.6,29,36,0.81,20,42,62,11,23,9,17,61,163,0.64,11.82
Maurice Taylor,4,56,7,21,0,4,0.0,7,17,0.41,0.33,1,2,0.5,6,7,13,1,1,0,6,9,15,0.34,21.52
Mauro Sartori,12,191,29,66,17,46,0.37,12,20,0.6,0.57,11,14,0.79,6,20,26,6,4,0,7,31,86,0.6,8.84
Maxim Grigoryev,12,78,6,23,1,13,0.08,5,10,0.5,0.28,12,16,0.75,0,3,3,5,3,0,7,10,25,0.42,18.9
Maxim Sheleketo,4,24,1,2,0,1,0.0,1,1,1.0,0.5,2,4,0.5,2,3,5,2,1,1,0,1,4,0.53,0.0
Mehmet Okur,20,544,81,180,14,36,0.39,67,144,0.47,0.49,65,87,0.75,48,83,131,18,20,16,33,62,241,0.55,13.13
Mehmet Yagmur,13,180,24,53,8,26,0.31,16,27,0.59,0.53,5,9,0.56,2,11,13,21,5,1,11,19,61,0.54,16.19
Meir Tapiro,10,167,19,50,0,9,0.0,19,41,0.46,0.38,11,12,0.92,6,11,17,11,9,0,11,25,49,0.44,16.6
Melih Mahmutoglu,133,1624,217,484,138,315,0.44,79,169,0.47,0.59,45,49,0.86,18,85,103,64,34,1,34,184,617,0.61,6.3
Melvin Booker,71,2313,344,786,99,306,0.32,245,480,0.51,0.5,206,255,0.82,30,166,196,234,86,2,139,202,993,0.55,13.4
Melvin Sanders,18,328,51,118,26,67,0.39,25,51,0.49,0.54,10,15,0.69,13,39,52,11,22,2,21,34,138,0.55,14.42
Mert Akay,7,77,7,17,2,8,0.25,5,9,0.56,0.47,5,9,0.56,3,5,8,11,3,0,8,17,21,0.5,27.62
Metin Turen,4,29,3,8,2,4,0.5,1,4,0.25,0.5,4,4,1.0,0,2,2,2,1,0,1,2,12,0.61,9.29
Micah Downs,5,124,18,36,6,15,0.4,12,21,0.57,0.58,10,12,0.83,5,13,18,11,6,5,11,14,52,0.63,21.04
Michael Andersen,26,568,94,164,1,4,0.25,93,160,0.58,0.58,39,74,0.48,49,71,120,13,22,7,42,83,228,0.58,17.61
Michael Bauer,12,227,40,79,17,44,0.39,23,35,0.66,0.61,17,23,0.74,7,31,38,16,6,18,19,34,114,0.64,17.57
Michael Bradley,7,117,21,40,0,4,0.0,21,36,0.58,0.52,7,8,0.88,12,22,34,5,1,3,8,18,49,0.56,15.53
Michael Bramos,57,1341,145,343,90,245,0.37,55,98,0.56,0.55,34,53,0.64,38,149,187,61,31,11,46,115,414,0.57,11.16
Michael Hawkins,20,581,62,160,29,94,0.31,33,66,0.5,0.48,44,53,0.86,10,36,46,82,25,0,56,50,197,0.54,23.4
Michael Kuebler,8,56,8,21,4,10,0.4,4,11,0.36,0.48,3,4,0.75,0,3,3,1,1,0,5,5,23,0.51,18.01
Michael Roll,86,1998,281,601,105,251,0.42,176,350,0.5,0.55,72,81,0.89,37,157,194,208,45,4,86,149,739,0.58,11.9
Michal Chylinski,13,216,28,58,15,32,0.47,13,26,0.5,0.61,4,4,1.0,3,10,13,21,3,0,16,22,75,0.63,21.12
Michal Ignerski,13,237,19,51,7,22,0.32,12,29,0.41,0.44,3,4,0.75,8,29,37,6,7,0,10,26,48,0.45,15.93
Michalis Kakiouzis,143,3363,530,1073,110,339,0.32,420,734,0.57,0.55,290,385,0.76,236,479,715,92,139,22,139,289,1460,0.59,10.06
Michalis Pelekanos,105,1787,164,398,64,194,0.33,100,204,0.49,0.49,76,104,0.75,52,175,227,66,102,33,89,253,468,0.53,16.71
Michel Morandais,28,617,82,203,27,94,0.29,55,109,0.5,0.47,39,53,0.7,21,81,102,24,25,9,42,59,230,0.51,15.65
Michele Maggioli,19,310,34,68,3,8,0.38,31,60,0.52,0.52,1,1,1.0,26,46,72,15,7,13,13,52,72,0.53,15.96
Mickael Gelabale,51,1289,166,305,32,83,0.39,134,222,0.6,0.6,93,115,0.82,82,125,207,49,36,22,53,105,457,0.64,12.97
Mickael Pietrus,27,613,71,188,36,110,0.33,35,78,0.45,0.47,38,62,0.61,21,63,84,37,25,18,37,75,216,0.5,14.67
Miha Zupan,23,426,57,137,19,54,0.35,38,83,0.46,0.49,20,30,0.62,37,49,86,13,13,4,25,58,153,0.51,14.27
Mihajlo Andric,16,174,9,21,4,14,0.29,5,7,0.71,0.52,4,4,1.0,3,7,10,10,6,0,4,21,26,0.57,14.95
Mike Batiste,237,4967,987,1751,39,138,0.28,948,1613,0.59,0.57,481,648,0.75,347,770,1117,128,184,76,370,523,2494,0.61,15.38
Mike Hall,26,730,71,189,34,101,0.34,37,88,0.42,0.47,24,26,0.89,39,77,116,30,24,2,34,66,200,0.5,14.5
Mike James,140,3616,743,1707,247,723,0.34,496,984,0.5,0.51,441,546,0.79,71,337,408,544,132,10,269,261,2174,0.56,12.14
Mike Nahar,11,103,11,31,2,5,0.4,9,26,0.35,0.39,3,4,0.75,3,19,22,1,1,1,8,17,27,0.41,19.63
Mike Nardi,4,27,3,7,1,4,0.25,2,3,0.67,0.5,3,3,1.0,0,1,1,0,0,0,2,5,10,0.6,19.38
Mike Tobey,21,320,66,128,12,39,0.31,54,89,0.61,0.56,27,38,0.71,34,56,90,13,10,10,17,46,171,0.59,10.51
Mike Wilkinson,35,959,128,278,29,87,0.33,99,191,0.52,0.51,51,72,0.62,61,128,189,33,47,23,37,91,336,0.54,10.67
Mike Wilks,9,119,10,34,2,5,0.4,8,29,0.28,0.32,8,11,0.73,3,5,8,4,8,0,13,13,30,0.39,25.08
Mikhail Kulagin,23,137,24,56,16,38,0.42,8,18,0.44,0.57,7,9,0.77,1,3,4,15,5,1,12,23,71,0.59,16.68
Mikhail Mikhailov,19,485,104,172,1,2,0.5,103,170,0.61,0.61,27,60,0.45,39,92,131,26,19,31,27,57,236,0.59,11.98
Milan Gurovic,49,1240,181,480,88,256,0.34,93,224,0.42,0.47,168,204,0.81,51,129,180,36,35,3,64,88,618,0.54,10.1
Milan Macvan,82,1678,242,490,51,144,0.35,191,346,0.55,0.55,131,163,0.82,134,236,370,106,36,12,72,132,666,0.59,11.36
Milan Majstorovic,10,221,22,55,6,25,0.24,16,30,0.53,0.45,17,20,0.85,15,38,53,6,10,9,10,31,67,0.53,13.55
Milan Tomic,66,1541,155,447,90,289,0.31,65,158,0.41,0.45,117,148,0.8,12,93,105,121,42,1,70,157,517,0.5,12.03
Milenko Tepic,118,2529,247,636,85,257,0.33,162,379,0.43,0.46,128,175,0.79,56,229,285,206,85,6,183,233,707,0.5,20.42
Milenko Topic,9,278,50,84,14,32,0.44,36,52,0.69,0.68,16,17,0.94,12,50,62,26,11,4,21,23,130,0.71,18.67
Miljan Goljovic,39,775,126,275,53,130,0.41,73,145,0.5,0.55,52,66,0.77,21,76,97,28,26,3,48,103,357,0.59,13.63
Milko Bjelica,194,3911,597,1340,126,413,0.31,471,927,0.51,0.49,345,460,0.78,215,423,638,215,86,43,211,447,1665,0.54,12.03
Milos Teodosic,237,6125,883,2044,471,1252,0.38,412,792,0.52,0.55,570,650,0.88,66,507,573,1125,193,11,573,558,2807,0.6,19.74
Milos Vujanic,101,2574,423,959,190,514,0.37,233,445,0.52,0.54,375,463,0.79,43,141,184,199,100,3,197,263,1411,0.61,14.49
Milt Palacio,23,688,101,235,18,67,0.27,83,168,0.49,0.47,67,86,0.78,7,54,61,75,29,2,78,50,287,0.53,22.23
Mindaugas Budzinauskas,8,152,9,29,7,21,0.33,2,8,0.25,0.43,13,16,0.81,9,8,17,2,5,0,9,20,38,0.53,19.98
Mindaugas Girdziunas,10,167,14,45,2,18,0.11,12,27,0.44,0.33,13,13,1.0,3,11,14,20,2,0,12,14,43,0.42,19.13
Mindaugas Katelynas,37,571,65,153,15,46,0.33,50,107,0.47,0.47,31,47,0.62,43,87,130,24,17,7,29,81,176,0.51,14.31
Mindaugas Kuzminskas,164,2734,472,986,121,340,0.36,351,646,0.54,0.54,254,320,0.75,218,264,482,123,88,32,162,221,1319,0.59,12.57
Mindaugas Lukauskis,49,1051,112,265,49,143,0.34,63,122,0.52,0.52,59,81,0.73,30,102,132,89,68,4,58,97,332,0.55,16.17
Mindaugas Timinskas,80,2044,230,519,58,171,0.34,172,348,0.49,0.5,180,229,0.8,93,255,348,131,92,22,148,257,698,0.56,19.28
Mindaugas Zukauskas,92,1826,174,360,98,211,0.46,76,149,0.51,0.62,85,104,0.81,69,121,190,108,95,8,84,268,531,0.65,17.15
Mire Chatman,29,921,134,323,36,118,0.31,98,205,0.48,0.47,89,122,0.73,36,94,130,126,58,3,84,57,393,0.52,18.23
Miro Bilan,34,878,181,331,3,10,0.3,178,321,0.55,0.55,75,115,0.67,78,135,213,61,20,7,65,85,440,0.58,14.55
Miroslav Beric,25,671,86,201,42,106,0.4,44,95,0.46,0.53,82,107,0.72,6,31,37,45,13,0,50,64,296,0.6,16.77
Miroslav Raduljica,29,451,90,174,0,1,0.0,90,173,0.52,0.52,54,67,0.81,35,58,93,27,18,1,55,70,234,0.57,21.28
Miroslav Raicevic,10,148,22,38,6,18,0.33,16,20,0.8,0.66,8,11,0.73,7,12,19,2,5,1,12,20,58,0.68,21.88
Miroslav Todic,17,250,31,85,11,38,0.29,20,47,0.43,0.43,12,20,0.75,27,37,64,9,9,2,12,30,85,0.45,11.34
Mirsad Turkcan,128,3642,534,1124,114,328,0.35,420,796,0.53,0.53,344,474,0.74,384,901,1285,183,142,74,272,288,1526,0.57,16.95
Mirza Sarajlija,6,118,12,35,5,18,0.28,7,17,0.41,0.41,10,13,0.77,4,6,10,7,9,0,13,18,39,0.48,24.2
Mirza Teletovic,120,3224,521,1156,263,649,0.41,258,507,0.51,0.56,178,248,0.73,133,379,512,87,61,50,132,255,1483,0.59,9.45
Mithat Demirel,33,569,52,145,23,74,0.31,29,71,0.41,0.44,40,60,0.65,7,31,38,50,17,0,42,90,167,0.49,19.68
Mladen Sekularac,17,333,41,88,8,28,0.29,33,60,0.55,0.51,27,37,0.73,12,40,52,14,8,0,16,36,117,0.56,13.3
Mladjen Sljivancanin,22,438,46,122,33,86,0.38,13,36,0.36,0.51,13,17,0.74,10,21,31,13,25,1,36,51,138,0.53,21.75
Moran Roth,18,110,7,21,3,9,0.33,4,12,0.33,0.4,5,8,0.62,2,9,11,21,4,0,5,20,22,0.45,16.94
Morayo Soluade,4,39,6,16,3,9,0.33,3,7,0.43,0.47,1,2,0.5,2,2,4,3,4,0,1,4,16,0.47,5.59
Morris Finley,33,738,99,224,34,96,0.35,65,128,0.51,0.52,53,60,0.9,14,44,58,67,40,0,49,49,285,0.57,16.37
Mouhammad Faye,12,219,15,46,9,27,0.33,6,19,0.32,0.42,15,18,0.83,12,33,45,7,4,7,9,21,54,0.5,14.3
Mouhammadou Jaiteh,10,126,19,34,0,2,0.0,19,32,0.59,0.56,8,11,0.73,11,26,37,3,4,4,4,18,46,0.59,9.34
Moustapha Sonko,78,1955,186,465,73,220,0.33,113,245,0.46,0.48,139,166,0.83,44,134,178,174,71,25,142,225,584,0.54,20.88
Muhammed Baygul,30,373,45,109,13,39,0.33,32,70,0.46,0.47,26,35,0.62,20,31,51,26,8,0,33,48,129,0.52,20.97
Muratcan Guler,42,582,42,116,17,53,0.32,25,63,0.4,0.44,22,37,0.66,23,58,81,46,26,5,38,51,123,0.46,22.32
Mustafa Abi,65,901,44,108,16,45,0.36,28,63,0.44,0.48,25,44,0.57,8,67,75,34,22,3,38,143,129,0.51,22.98
Mustafa Shakur,27,514,74,186,10,46,0.22,64,140,0.46,0.42,46,58,0.77,9,42,51,66,24,2,48,62,204,0.48,18.5
Nacho Azofra,24,532,41,98,30,72,0.42,11,26,0.42,0.57,16,20,0.8,12,39,51,55,32,0,41,62,128,0.6,27.74
Nadav Henefeld,20,454,37,66,0,1,0.0,37,65,0.57,0.56,8,22,0.36,18,43,61,49,27,3,27,72,82,0.54,26.3
Nando De Colo,192,4936,1003,2004,294,682,0.43,709,1322,0.54,0.57,769,818,0.94,85,459,544,669,209,14,476,387,3069,0.65,16.76
Nate Green,18,394,52,131,15,57,0.26,37,74,0.5,0.45,22,36,0.61,5,38,43,35,42,2,33,49,141,0.48,18.35
Nate Huffman,20,528,97,181,6,16,0.38,91,165,0.55,0.55,79,105,0.75,41,107,148,19,13,10,37,53,279,0.61,14.0
Nate Linhart,20,314,44,84,19,44,0.43,25,40,0.62,0.64,8,15,0.53,12,43,55,22,18,6,9,42,115,0.63,9.04
Nate Wolters,70,1338,253,529,54,151,0.36,199,378,0.53,0.53,59,86,0.66,17,146,163,205,47,1,87,126,619,0.55,13.31
Nathan Erdmann,12,282,31,85,16,44,0.36,15,41,0.37,0.46,11,13,0.85,6,26,32,22,18,2,18,36,89,0.49,16.56
Nebojsa Bogavac,22,489,53,121,31,75,0.41,22,46,0.48,0.57,24,26,0.89,6,41,47,26,18,0,28,36,161,0.61,17.45
Nedzad Sinanovic,13,137,16,33,1,1,1.0,15,32,0.47,0.5,11,13,0.85,8,22,30,2,4,6,15,19,44,0.57,27.92
Nemanja Aleksandrov,7,73,5,24,2,13,0.15,3,11,0.27,0.25,6,6,1.0,3,15,18,1,6,2,4,8,18,0.34,13.05
Nemanja Bezbradica,15,57,4,10,1,3,0.33,3,7,0.43,0.45,1,2,0.5,3,6,9,0,2,2,5,4,10,0.46,31.49
Nemanja Bjelica,102,2264,337,708,110,307,0.36,227,401,0.57,0.55,137,190,0.7,133,428,561,159,103,40,114,238,921,0.58,12.59
Nemanja Dangubic,114,1902,205,476,82,213,0.38,123,263,0.47,0.52,86,113,0.76,60,203,263,84,52,13,112,273,578,0.55,17.56
Nemanja Djurisic,9,148,19,45,3,8,0.38,16,37,0.43,0.46,4,6,0.67,15,15,30,5,3,1,9,22,45,0.47,15.89
Nemanja Gordic,67,1511,178,468,62,184,0.34,116,284,0.41,0.45,60,80,0.77,16,85,101,227,48,0,130,158,478,0.47,20.53
Nemanja Jaramaz,10,244,28,72,13,34,0.38,15,38,0.39,0.48,26,30,0.87,9,20,29,29,3,1,8,16,95,0.56,8.58
Nemanja Jelesijevic,7,42,5,14,0,3,0.0,5,11,0.45,0.36,5,8,0.62,1,6,7,1,1,3,7,6,15,0.43,28.55
Nemanja Nedovic,94,1911,346,841,149,427,0.35,197,414,0.48,0.5,178,219,0.82,29,124,153,267,53,11,170,173,1019,0.54,15.35
Nenad Canak,28,683,83,199,31,72,0.43,52,127,0.41,0.49,44,61,0.72,15,62,77,12,32,1,34,102,241,0.53,13.08
Nenad Krstic,80,1721,313,572,4,8,0.5,309,564,0.55,0.55,208,302,0.67,95,209,304,58,26,53,83,169,838,0.59,10.53
Nenad Markovic,30,739,99,234,48,129,0.37,51,105,0.49,0.53,82,101,0.81,7,54,61,39,24,4,39,78,328,0.59,12.29
Nenad Stefanovic,8,29,2,6,1,3,0.33,1,3,0.33,0.42,4,8,0.5,0,0,0,4,1,0,0,9,9,0.47,0.0
Nestoras Komatos,27,323,42,85,15,41,0.37,27,44,0.61,0.58,14,26,0.52,13,39,52,10,14,5,9,52,113,0.59,8.54
Nick Calathes,211,5610,838,1942,184,656,0.28,654,1286,0.51,0.48,262,473,0.55,122,645,767,1258,298,21,472,507,2122,0.49,18.0
Nicolas Batum,31,734,89,198,17,57,0.3,72,141,0.51,0.49,62,81,0.75,26,79,105,74,38,15,68,58,257,0.55,22.54
Nicolas Fernandez,8,106,12,25,2,4,0.5,10,21,0.48,0.52,5,10,0.5,1,12,13,1,4,8,13,26,31,0.53,30.66
Nicolas Gianella,5,85,9,24,1,7,0.14,8,17,0.47,0.4,3,4,0.75,4,3,7,5,2,0,4,15,22,0.43,13.44
Nicolas Lang,8,123,12,36,8,24,0.33,4,12,0.33,0.44,5,6,0.83,1,11,12,3,2,0,8,15,37,0.48,17.15
Nicolas Laprovittola,37,440,51,140,20,77,0.26,31,63,0.49,0.44,31,36,0.85,8,36,44,99,12,0,58,61,153,0.49,27.12
Nicolas Mazzarino,26,467,40,107,24,73,0.33,16,34,0.47,0.49,22,26,0.92,4,20,24,30,7,0,20,54,126,0.53,14.45
Nicolo Melli,207,4870,550,1180,179,462,0.39,371,718,0.52,0.54,252,327,0.72,240,732,972,306,167,103,206,532,1531,0.58,13.47
Niels Giffey,52,893,134,285,51,115,0.44,83,170,0.49,0.56,44,57,0.63,36,83,119,40,34,11,52,121,363,0.59,14.36
Nigel Hayes,28,624,61,151,29,78,0.37,32,73,0.44,0.5,25,33,0.76,31,68,99,27,10,6,15,54,176,0.53,8.31
Nigel Williams-Goss,30,788,102,252,30,81,0.37,72,171,0.42,0.46,43,52,0.83,12,49,61,125,21,1,43,65,277,0.5,13.53
Nihad Dedovic,64,1532,241,540,70,219,0.32,171,321,0.53,0.51,104,123,0.85,41,124,165,161,60,3,87,135,656,0.55,12.77
Nihad Djedovic,56,1407,204,472,42,140,0.3,162,332,0.49,0.48,99,128,0.79,40,147,187,129,63,8,137,129,549,0.52,20.59
Nik Caner-Medley,44,860,126,279,39,96,0.41,87,183,0.48,0.52,55,72,0.76,52,116,168,30,27,17,36,42,346,0.56,10.38
Nik Stauskas,22,452,67,161,38,90,0.42,29,71,0.41,0.53,25,32,0.78,9,38,47,35,12,4,28,39,197,0.56,13.79
Nikita Kurbanov,228,3622,352,734,114,289,0.39,238,445,0.53,0.56,247,291,0.83,202,507,709,208,125,61,160,440,1065,0.62,15.65
Nikita Morgunov,8,204,23,55,4,17,0.24,19,38,0.5,0.45,9,15,0.6,7,30,37,7,5,10,8,18,59,0.48,11.49
Nikita Shabalkin,2,16,2,5,0,1,0.0,2,4,0.5,0.4,2,2,1.0,2,1,3,0,0,0,3,3,6,0.51,33.78
Niklas Lutcke,8,168,13,43,6,24,0.25,7,19,0.37,0.37,2,3,0.67,7,8,15,12,8,0,4,19,34,0.38,8.28
Nikola Ivanovic,8,157,19,50,9,27,0.33,10,23,0.43,0.47,9,11,0.82,7,8,15,29,7,0,7,14,56,0.51,11.32
Nikola Jovanovic,16,129,25,46,1,3,0.33,24,43,0.56,0.55,6,18,0.33,21,23,44,3,1,3,4,19,57,0.53,6.91
Nikola Kalinic,166,3783,438,952,116,341,0.34,322,611,0.53,0.52,224,296,0.77,129,369,498,261,115,34,224,380,1216,0.56,17.15
Nikola Loncar,23,479,70,190,38,111,0.34,32,79,0.41,0.47,28,37,0.76,6,33,39,24,20,2,34,33,206,0.5,14.15
Nikola Milutinov,64,1186,188,297,1,2,0.5,187,295,0.63,0.63,110,153,0.71,157,180,337,63,29,49,72,120,487,0.67,16.5
Nikola Mirotic,124,2918,516,1047,151,404,0.37,365,643,0.57,0.56,396,463,0.86,172,456,628,136,108,76,166,242,1579,0.63,11.72
Nikola Pekovic,20,278,35,60,0,1,0.0,35,59,0.59,0.58,25,35,0.71,22,29,51,4,11,6,21,71,95,0.63,21.78
Nikola Prkacin,121,2939,451,835,4,19,0.21,447,816,0.55,0.54,330,472,0.7,161,423,584,225,169,38,296,409,1236,0.59,22.11
Nikola Radicevic,23,348,33,97,8,35,0.23,25,62,0.4,0.38,34,42,0.81,5,27,32,72,9,0,34,57,108,0.47,22.75
Nikola Radulovic,22,504,58,142,24,72,0.33,34,70,0.49,0.49,40,48,0.86,26,48,74,31,18,8,26,67,180,0.55,13.75
Nikola Rebic,15,119,11,35,5,22,0.23,6,13,0.46,0.39,3,8,0.38,4,12,16,13,4,1,9,16,30,0.39,18.94
Nikola Vujcic,190,4945,926,1740,78,224,0.35,848,1516,0.56,0.55,510,734,0.68,276,760,1036,523,179,122,353,444,2440,0.59,14.61
Nikolaos Bountouris,44,559,31,81,17,54,0.31,14,27,0.52,0.49,27,38,0.6,12,24,36,49,31,3,24,92,106,0.54,19.72
Nikolaos Oikonomou,24,484,61,134,29,62,0.47,32,72,0.44,0.56,59,75,0.78,19,43,62,30,15,1,31,54,210,0.63,15.66
Nikolaos Papanikolopoulos,3,29,2,7,1,6,0.17,1,1,1.0,0.36,2,2,1.0,1,1,2,1,0,0,3,5,7,0.44,27.57
Nikoloz Tskitishvili,6,36,3,8,0,2,0.0,3,6,0.5,0.38,0,2,0.0,4,3,7,2,1,1,1,6,6,0.34,10.12
Nikos Argyropoulos,3,9,0,2,0,1,0.0,0,1,0.0,0.0,2,2,1.0,1,0,1,0,1,0,0,0,2,0.35,0.0
Nikos Barlos,39,493,47,136,19,65,0.29,28,71,0.39,0.42,37,55,0.72,29,78,107,22,28,3,31,90,150,0.47,16.21
Nikos Hatzis,101,2145,290,714,130,348,0.37,160,366,0.44,0.5,237,289,0.83,39,155,194,128,62,0,97,197,947,0.56,10.34
Nikos Hatzivrettas,141,2917,347,720,132,336,0.39,215,384,0.56,0.57,257,331,0.78,45,189,234,133,80,13,121,340,1083,0.63,12.26
Nikos Pappas,130,2121,296,693,92,291,0.32,204,402,0.51,0.49,227,281,0.78,35,141,176,146,80,6,130,235,911,0.56,13.73
Nikos Zisis,308,7008,735,1757,182,580,0.31,553,1177,0.47,0.47,484,613,0.78,104,535,639,885,174,3,392,687,2136,0.53,16.21
Nobel Boungou Colo,20,551,65,168,23,74,0.31,42,94,0.45,0.46,35,43,0.82,20,39,59,52,23,6,43,41,188,0.5,18.7
Noel Felix,12,84,11,22,0,2,0.0,11,20,0.55,0.5,12,16,0.75,2,11,13,1,1,4,9,32,34,0.59,23.66
Nolan Smith,1,16,2,9,0,1,0.0,2,8,0.25,0.22,2,2,1.0,1,2,3,1,0,0,2,2,6,0.3,16.84
Norbert Valis,9,122,12,23,3,9,0.33,9,14,0.64,0.59,6,9,0.67,2,16,18,7,3,0,15,35,33,0.61,35.75
Norman Nolan,3,46,6,23,1,3,0.33,5,20,0.25,0.28,4,5,0.8,2,5,7,1,5,2,6,9,17,0.34,19.23
Norris Cole,43,1088,232,519,41,119,0.34,191,400,0.48,0.49,97,117,0.84,10,99,109,175,42,2,106,115,602,0.53,15.67
Novica Velickovic,120,2072,292,655,63,203,0.31,229,452,0.51,0.49,127,201,0.56,139,296,435,129,68,26,147,233,774,0.52,16.51
Nuno Manarte,10,234,17,40,1,8,0.12,16,32,0.5,0.44,10,16,0.62,2,19,21,21,16,0,25,27,45,0.48,34.7
Ognjen Askrabic,16,382,48,107,10,27,0.37,38,80,0.48,0.5,18,41,0.44,34,54,88,22,24,10,14,49,124,0.5,10.07
Ognjen Dobric,61,786,112,247,44,131,0.34,68,116,0.59,0.54,33,45,0.61,41,62,103,32,37,8,26,68,301,0.56,8.88
Oguz Savas,84,1439,224,424,12,43,0.28,212,381,0.56,0.54,150,194,0.75,99,178,277,73,42,27,99,166,610,0.6,16.27
Okben Ulubay,2,35,5,9,1,3,0.33,4,6,0.67,0.61,1,2,0.5,4,1,5,2,1,2,1,4,12,0.61,9.19
Oleksiy Pecherov,3,58,12,26,6,17,0.35,6,9,0.67,0.58,5,5,1.0,2,6,8,0,1,2,1,7,35,0.62,3.42
Oliver Lafayette,84,1786,221,618,115,346,0.33,106,272,0.39,0.45,103,138,0.77,41,153,194,230,75,2,131,162,660,0.49,16.18
Olivier Hanlan,24,507,68,181,23,64,0.36,45,117,0.38,0.44,32,45,0.71,13,43,56,39,16,1,30,58,191,0.48,13.0
Omar Cook,87,2451,203,537,124,329,0.38,79,208,0.38,0.49,122,164,0.72,24,153,177,481,117,3,175,204,652,0.54,22.32
